,Date,site_no,LAT_GAGE,LNG_GAGE,LstAvgStrf,Dryest Day
107861,1980-09-14,11475800,39.874596,-123.720578,19.095757575757574,257
108220,1980-09-07,11476500,40.18181,-123.776143,36.464999999999996,250
108592,1980-09-13,11476600,40.35125,-124.003931,1.257179487179487,256
108955,1980-09-10,11477000,40.491524,-124.09977,98.57249999999998,253
109324,1980-09-13,11478500,40.480416,-123.890876,9.223000000000003,256
109701,1980-09-24,11480390,40.284313,-123.335303,0.17717948717948717,267
109982,1980-07-01,11480410,40.370978,-123.436141,48.65526315789473,182
110415,1980-09-06,11481000,40.909572,-124.060896,40.28999999999999,249
110788,1980-09-13,11481200,41.010959,-124.081733,5.491750000000001,256
111154,1980-09-13,11481500,40.905965,-123.815335,4.375555555555556,256
111520,1980-09-13,11482500,41.29929,-124.051182,18.28425,256
111833,1980-07-22,11516530,41.927919,-122.44418799999998,838.025,203
